iter	Logloss
803	0.2982373743
804	0.2980006225
805	0.2977835862
806	0.2975316959
807	0.297345373
808	0.2971530295
809	0.2968941392
810	0.2966114208
811	0.296296467
812	0.2960713816
813	0.2958428915
814	0.2956060109
815	0.2953200443
816	0.2950814712
817	0.2948495482
818	0.2945657834
819	0.2943726565
820	0.2941286921
821	0.2938772187
822	0.2937153563
823	0.293437229
824	0.2931721725
825	0.2929732012
826	0.2927936404
827	0.2925817939
828	0.2923405042
829	0.2921308259
830	0.2918566266
831	0.2917033924
832	0.2914979667
833	0.2912458274
834	0.2909908008
835	0.2907519171
836	0.2905355467
837	0.2903057304
838	0.2901004138
839	0.2898797936
840	0.2896410974
841	0.2894794197
842	0.2892641488
843	0.2890698972
844	0.2888679994
845	0.2885649107
846	0.2884001471
847	0.288131104
848	0.2879253985
849	0.2876609044
850	0.2874916617
851	0.2872423788
852	0.2869848035
853	0.2867678876
854	0.2865707795
855	0.286349029
856	0.2861487567
857	0.2859266258
858	0.2856591997
859	0.2854228927
860	0.2852233422
861	0.2850042972
862	0.2847684182
863	0.2845513848
864	0.2842915209
865	0.2841137815
866	0.2838346302
867	0.2836644642
868	0.2833947803
869	0.2831654816
870	0.2829388855
871	0.2827193621
872	0.2824675697
873	0.2821716488
874	0.2819936324
875	0.2817725618
876	0.2816179315
877	0.2814268665
878	0.2811899888
879	0.2809416012
880	0.2807179791
881	0.2805237639
882	0.280312421
883	0.2800788194
884	0.279969406
885	0.2797998611
886	0.2795994741
887	0.279347013
888	0.2791327129
889	0.2789466978
890	0.2787392857
891	0.2784826561
892	0.2782622038
893	0.2780386068
894	0.2778890629
895	0.2776592746
896	0.2773761868
897	0.2771682991
898	0.276992879
899	0.2767902174
900	0.27657801
901	0.2763155107
902	0.2761239897
903	0.2758497428
904	0.2755845689
905	0.2753681761
906	0.2751137678
907	0.274955439
908	0.2747474617
909	0.2745628483
910	0.2743640644
911	0.2741549373
912	0.2739124361
913	0.2737032754
914	0.273450736
915	0.2732659715
916	0.2730133062
917	0.2728184867
918	0.2726019848
919	0.2723927402
920	0.2721987935
921	0.2719824735
922	0.2718000646
923	0.2716283011
924	0.2713625397
925	0.2711549695
926	0.2709215624
927	0.270742971
928	0.2705611651
929	0.270326194
930	0.2701556713
931	0.2699920296
932	0.2698206592
933	0.269633588
934	0.2694329072
935	0.2692525855
936	0.2690144236
937	0.2687741368
938	0.2684972964
939	0.2682957721
940	0.2681445551
941	0.2679274936
942	0.2677700223
943	0.2675369271
944	0.267324819
945	0.2671570787
946	0.2669255026
947	0.2667582924
948	0.2665214245
949	0.2663057395
950	0.2660750727
951	0.2658523431
952	0.2656091551
953	0.2653841061
954	0.2651472634
955	0.2649074984
956	0.2646934137
957	0.2644610893
958	0.2642687891
959	0.2640563887
960	0.2639105027
961	0.2637148634
962	0.2634740745
963	0.2632465286
964	0.2630877157
965	0.262895312
966	0.2626710464
967	0.2624756296
968	0.2622534959
969	0.2620061994
970	0.2618048682
971	0.2616032418
972	0.2613930893
973	0.261169207
974	0.2609941422
975	0.2607690554
976	0.2605315636
977	0.2603394551
978	0.2601850347
979	0.2599883812
980	0.2597738587
981	0.2596142331
982	0.2593804105
983	0.2591391585
984	0.2589183691
985	0.258742279
986	0.2585438853
987	0.2584155845
988	0.2581933696
989	0.2580073909
990	0.2577836597
991	0.2575820361
992	0.2573862695
993	0.2571935259
994	0.2569781249
995	0.2567363175
996	0.2564872417
997	0.2562718729
998	0.2560947615
999	0.2559076749
